k,p_k,horizon_N,defects,rho_N,wall_time_s
3869,36493,1332031009,0,0.0,3.4908082485198975
3870,36497,1333929529,0,0.0,3.4323527812957764
3871,36523,1334221729,0,0.0,3.2663121223449707
3872,36527,1334367841,0,0.0,3.4309146404266357
3873,36529,1335244681,0,0.0,3.3972790241241455
3874,36541,1335975601,0,0.0,3.4132025241851807
3875,36551,1336560481,0,0.0,3.412912130355835
3876,36559,1336852969,0,0.0,3.439286231994629
3877,36563,1337438041,0,0.0,3.49457049369812
3878,36571,1338315889,0,0.0,3.450784683227539
3879,36583,1338608569,0,0.0,3.44622802734375
3880,36587,1339486801,0,0.0,3.4337751865386963
3881,36599,1340072449,0,0.0,3.485595703125
3882,36607,1341683641,0,0.0,3.48127818107605
3883,36629,1342269769,0,0.0,3.16646409034729
3884,36637,1342709449,0,0.0,3.538921356201172
3885,36643,1343442409,0,0.0,3.4638640880584717
3886,36653,1344762241,0,0.0,3.4678525924682617
3887,36671,1345202329,0,0.0,3.493157148361206
3888,36677,1345642489,0,0.0,3.481977939605713
3889,36683,1346229481,0,0.0,3.4647653102874756
3890,36691,1346669809,0,0.0,3.4944863319396973
3891,36697,1347550681,0,0.0,3.4697425365448
3892,36709,1347844369,0,0.0,3.4742279052734375
3893,36713,1348431841,0,0.0,3.206509590148926
3894,36721,1349754121,0,0.0,3.496851682662964
3895,36739,1350489001,0,0.0,3.4718804359436035
3896,36749,1351371121,0,0.0,3.479766607284546
3897,36761,1351812289,0,0.0,3.2311153411865234
3898,36767,1352694841,0,0.0,3.514591932296753
3899,36779,1352841961,0,0.0,3.536851406097412
3900,36781,1353283369,0,0.0,3.5345206260681152
3901,36787,1353577681,0,0.0,3.55717134475708
3902,36791,1353724849,0,0.0,3.505854606628418
3903,36793,1354902481,0,0.0,3.518268585205078
3904,36809,1355786041,0,0.0,3.500330686569214
3905,36821,1356669889,0,0.0,3.4989113807678223
3906,36833,1357701409,0,0.0,3.565089225769043
3907,36847,1358438449,0,0.0,3.4787070751190186
3908,36857,1359470641,0,0.0,3.587409257888794
3909,36871,1359913129,0,0.0,3.212195634841919
3910,36877,1360650769,0,0.0,3.537130117416382
3911,36887,1361536201,0,0.0,3.5303127765655518
3912,36899,1361683801,0,0.0,3.541914463043213
3913,36901,1362569569,0,0.0,3.530050754547119
3914,36913,1363012561,0,0.0,3.5201797485351562
3915,36919,1363307929,0,0.0,3.552720308303833
3916,36923,1363751041,0,0.0,3.5253708362579346
3917,36929,1363898761,0,0.0,3.523129940032959
3918,36931,1364785249,0,0.0,3.5233898162841797
3919,36943,1365080809,0,0.0,3.5191893577575684
3920,36947,1367002729,0,0.0,3.587775707244873
3921,36973,1367446441,0,0.0,3.201680898666382
3922,36979,1368778009,0,0.0,3.6057345867156982
3923,36997,1369222009,0,0.0,3.6070749759674072
3924,37003,1369962169,0,0.0,3.5573346614837646
3925,37013,1370406361,0,0.0,3.584411382675171
3926,37019,1370554441,0,0.0,3.571568250656128
3927,37021,1371887521,0,0.0,3.6112873554229736
3928,37039,1372628401,0,0.0,3.627702474594116
3929,37049,1373221249,0,0.0,3.567796468734741
3930,37057,1373517721,0,0.0,3.6331787109375
3931,37061,1375445569,0,0.0,3.6305127143859863
3932,37087,1376187409,0,0.0,3.3417136669158936
3933,37097,1377671689,0,0.0,3.6034953594207764
3934,37117,1378117129,0,0.0,3.5411176681518555
3935,37123,1379305321,0,0.0,3.546759605407715
3936,37139,1380791281,0,0.0,3.540107488632202
3937,37159,1381683241,0,0.0,3.5584046840667725
3938,37171,1382426761,0,0.0,3.6483521461486816
3939,37181,1383021721,0,0.0,3.542658805847168
3940,37189,1383765601,0,0.0,3.569540023803711
3941,37199,1383914401,0,0.0,3.5523788928985596
3942,37201,1385105089,0,0.0,3.643847703933716
3943,37217,1385551729,0,0.0,3.5637118816375732
3944,37223,1387041049,0,0.0,3.368295192718506
3945,37243,1387786009,0,0.0,3.576198101043701
3946,37253,1389276529,0,0.0,3.6122186183929443
3947,37273,1389574729,0,0.0,3.652230978012085
3948,37277,1391812249,0,0.0,3.6326658725738525
3949,37307,1391961481,0,0.0,3.6236472129821777
3950,37309,1392259969,0,0.0,3.6033706665039062
3951,37313,1392857041,0,0.0,3.605801820755005
3952,37321,1394051569,0,0.0,3.625533103942871
3953,37337,1394200921,0,0.0,3.5815842151641846
3954,37339,1395545449,0,0.0,3.6752989292144775
3955,37357,1395844321,0,0.0,3.6083405017852783
3956,37361,1395993769,0,0.0,3.3493263721466064
3957,37363,1396442161,0,0.0,3.6424617767333984
3958,37369,1397189641,0,0.0,3.5939419269561768
3959,37379,1398535609,0,0.0,3.598949909210205
3960,37397,1399433281,0,0.0,3.5991551876068115
3961,37409,1400480929,0,0.0,3.651249647140503
3962,37423,1401828481,0,0.0,3.6103248596191406
3963,37441,1402277809,0,0.0,3.617912530899048
3964,37447,1403476369,0,0.0,3.6229541301727295
3965,37463,1404975289,0,0.0,3.6394593715667725
3966,37483,1405425121,0,0.0,3.6828508377075195
3967,37489,1405725049,0,0.0,3.6228249073028564
3968,37493,1406325001,0,0.0,3.383255958557129
3969,37501,1406775049,0,0.0,3.652712345123291
3970,37507,1407075121,0,0.0,3.6525232791900635
3971,37511,1407525289,0,0.0,3.6528143882751465
3972,37517,1408425841,0,0.0,3.6245133876800537
3973,37529,1409026369,0,0.0,3.6924633979797363
3974,37537,1409777209,0,0.0,3.633399724960327
3975,37547,1409927401,0,0.0,3.604649782180786
3976,37549,1410828721,0,0.0,3.632309913635254
3977,37561,1411279489,0,0.0,3.694715738296509
3978,37567,1411580041,0,0.0,3.635606050491333
3979,37571,1411730329,0,0.0,3.460587501525879
3980,37573,1412181241,0,0.0,3.642533302307129
3981,37579,1412932921,0,0.0,3.6369104385375977
3982,37589,1413083281,0,0.0,3.392115592956543
3983,37591,1414286449,0,0.0,3.5923895835876465
3984,37607,1415189161,0,0.0,3.6084280014038086
3985,37619,1416242689,0,0.0,3.629179000854492
3986,37633,1416995449,0,0.0,3.6267027854919434
3987,37643,1417447201,0,0.0,3.659715175628662
3988,37649,1418049649,0,0.0,3.683533191680908
3989,37657,1418501569,0,0.0,3.632613182067871
3990,37663,1420611481,0,0.0,3.6738030910491943
3991,37691,1420762249,0,0.0,3.7013015747070312
3992,37693,1421214601,0,0.0,3.6597697734832764
3993,37699,1422572089,0,0.0,3.7148869037628174
3994,37717,1424836009,0,0.0,3.410876989364624
3995,37747,1427403961,0,0.0,3.758168935775757
3996,37781,1427555089,0,0.0,3.6768276691436768
3997,37783,1428764401,0,0.0,3.7299087047576904
3998,37799,1429671721,0,0.0,3.696185350418091
3999,37811,1429822969,0,0.0,3.7651288509368896
4000,37813,1431184561,0,0.0,3.6811256408691406
4001,37831,1432395409,0,0.0,3.6996095180511475
4002,37847,1432849609,0,0.0,3.7562646865844727
4003,37853,1433455321,0,0.0,3.7220983505249023
4004,37861,1434212641,0,0.0,3.6842472553253174
4005,37871,1434818641,0,0.0,3.7098138332366943
4006,37879,1435576321,0,0.0,3.38850736618042
4007,37889,1436182609,0,0.0,3.6657323837280273
4008,37897,1436940649,0,0.0,3.8372716903686523
4009,37907,1440278401,0,0.0,3.6768276691436768
4010,37951,1440733849,0,0.0,3.7608225345611572
4011,37957,1441189369,0,0.0,3.675001382827759
4012,37963,1441493089,0,0.0,3.6821658611297607
4013,37967,1443012169,0,0.0,3.763664960861206
4014,37987,1443316081,0,0.0,3.679579019546509
4015,37991,1443468049,0,0.0,3.7489328384399414
4016,37993,1443772009,0,0.0,3.72293758392334
4017,37997,1444836121,0,0.0,3.735898971557617
4018,38011,1446965521,0,0.0,3.4751195907592773
4019,38039,1447574209,0,0.0,3.726173162460327
4020,38047,1448030809,0,0.0,3.742798328399658
4021,38053,1449248761,0,0.0,3.7429890632629395
4022,38069,1450314889,0,0.0,3.7271463871002197
4023,38083,1452600769,0,0.0,3.7198915481567383
4024,38113,1453058161,0,0.0,3.978060722351074
4025,38119,1455346201,0,0.0,3.8325464725494385
4026,38149,1455651409,0,0.0,3.7594265937805176
4027,38153,1456719889,0,0.0,3.770430326461792
4028,38167,1457483329,0,0.0,3.7487001419067383
4029,38177,1457941489,0,0.0,3.5054235458374023
4030,38183,1458399721,0,0.0,3.7664966583251953
4031,38189,1459010809,0,0.0,3.7814691066741943
4032,38197,1459316401,0,0.0,3.7185654640197754
4033,38201,1460691961,0,0.0,3.7738940715789795
4034,38219,1461609361,0,0.0,3.719758987426758
4035,38231,1462068169,0,0.0,3.755556583404541
4036,38237,1462221121,0,0.0,3.7506134510040283
4037,38239,1463904121,0,0.0,3.7512776851654053
4038,38261,1464822529,0,0.0,3.774566411972046
4039,38273,1465434961,0,0.0,3.755767583847046
4040,38281,1465894369,0,0.0,3.8344149589538574
4041,38287,1466813401,0,0.0,3.5077383518218994
4042,38299,1467119809,0,0.0,3.7376551628112793
4043,38303,1468192489,0,0.0,3.740220308303833
4044,38317,1468499041,0,0.0,3.7407937049865723
4045,38321,1468958929,0,0.0,3.733846664428711
4046,38327,1469112241,0,0.0,3.794463634490967
4047,38329,1469418889,0,0.0,3.7392361164093018
4048,38333,1470799201,0,0.0,3.7397186756134033
4049,38351,1472333641,0,0.0,3.7213337421417236
4050,38371,1472794129,0,0.0,3.7336554527282715
4051,38377,1474022449,0,0.0,3.736218214035034
4052,38393,1476941761,0,0.0,3.4832520484924316
4053,38431,1478171809,0,0.0,3.904937505722046
4054,38447,1478325601,0,0.0,3.823972463607788
4055,38449,1478633209,0,0.0,3.777801275253296
4056,38453,1479094681,0,0.0,3.507150888442993
4057,38459,1479248521,0,0.0,3.8072893619537354
4058,38461,1482327001,0,0.0,3.779355764389038
4059,38501,1485562849,0,0.0,3.797407627105713
4060,38543,1486642249,0,0.0,3.7874481678009033
4061,38557,1486950721,0,0.0,3.7835211753845215
4062,38561,1487413489,0,0.0,3.808840274810791
4063,38567,1487567761,0,0.0,3.7807974815368652
4064,38569,1489419649,0,0.0,3.844419240951538
4065,38593,1490191609,0,0.0,4.086106061935425
4066,38603,1490654881,0,0.0,3.8158469200134277
4067,38609,1490809321,0,0.0,3.5448334217071533
4068,38611,1492199641,0,0.0,3.8512282371520996
4069,38629,1492972321,0,0.0,3.864654541015625
4070,38639,1493899801,0,0.0,3.8660714626312256
4071,38651,1494054409,0,0.0,3.9251248836517334
4072,38653,1495291561,0,0.0,3.871062994003296
4073,38669,1495446241,0,0.0,3.8721745014190674
4074,38671,1495910329,0,0.0,3.879561424255371
4075,38677,1497148249,0,0.0,3.8698482513427734
4076,38693,1497612601,0,0.0,3.8410696983337402
4077,38699,1498231849,0,0.0,3.867027759552002
4078,38707,1498541521,0,0.0,3.8975627422332764
4079,38711,1498696369,0,0.0,3.5869202613830566
4080,38713,1499470729,0,0.0,3.890131711959839
4081,38723,1499935441,0,0.0,3.870316743850708
4082,38729,1500555169,0,0.0,3.8560845851898193
4083,38737,1501330009,0,0.0,3.8768155574798584
4084,38747,1501485001,0,0.0,3.8702614307403564
4085,38749,1502880289,0,0.0,3.870610237121582
4086,38767,1504121089,0,0.0,3.850890636444092
4087,38783,1504741681,0,0.0,3.8851499557495117
4088,38791,1505672809,0,0.0,3.89485502243042
4089,38803,1507070041,0,0.0,3.899031639099121
4090,38821,1508001889,0,0.0,3.8955070972442627
4091,38833,1508467921,0,0.0,3.5814285278320312
4092,38839,1509400201,0,0.0,3.887136459350586
4093,38851,1510177321,0,0.0,3.8937551975250244
4094,38861,1510643689,0,0.0,3.895667552947998
4095,38867,1511110129,0,0.0,3.9668591022491455
4096,38873,1512509881,0,0.0,3.875931978225708
4097,38891,1513443409,0,0.0,3.875847578048706
4098,38903,1514532889,0,0.0,3.890920639038086
4099,38917,1514844241,0,0.0,3.879972219467163
4100,38921,1514999929,0,0.0,3.9125304222106934
4101,38923,1515778489,0,0.0,3.8584024906158447
4102,38933,1517336209,0,0.0,3.969576358795166
4103,38953,1517803681,0,0.0,3.6891939640045166
4104,38959,1518738841,0,0.0,3.905505418777466
4105,38971,1519206529,0,0.0,3.9118919372558594
4106,38977,1520454049,0,0.0,3.902637243270874
4107,38993,1522482361,0,0.0,3.9097602367401123
4108,39019,1522794529,0,0.0,3.880730390548706
4109,39023,1524199681,0,0.0,3.87923002243042
4110,39041,1524355849,0,0.0,3.8716015815734863
4111,39043,1524668209,0,0.0,3.866164445877075
4112,39047,1527168241,0,0.0,3.887995481491089
4113,39079,1527949921,0,0.0,3.9388558864593506
4114,39089,1528575409,0,0.0,3.673929214477539
4115,39097,1529044609,0,0.0,3.8722612857818604
4116,39103,1529357449,0,0.0,3.954777717590332
4117,39107,1529826769,0,0.0,3.9349453449249268
4118,39113,1530296161,0,0.0,3.893026828765869
4119,39119,1531391689,0,0.0,3.8914668560028076
4120,39133,1531861321,0,0.0,3.9251186847686768
4121,39139,1533270649,0,0.0,3.9201903343200684
4122,39157,1533583921,0,0.0,3.918517589569092
4123,39161,1533740569,0,0.0,3.932116746902466
4124,39163,1535150761,0,0.0,3.928555965423584
4125,39181,1535934481,0,0.0,3.90567684173584
4126,39191,1536561601,0,0.0,3.8471627235412598
4127,39199,1537345681,0,0.0,3.930574893951416
4128,39209,1537973089,0,0.0,4.015645503997803
4129,39217,1538757529,0,0.0,3.933558464050293
4130,39227,1538914441,0,0.0,3.944546937942505
4131,39229,1539228289,0,0.0,3.931389570236206
4132,39233,1539699121,0,0.0,3.934389591217041
4133,39239,1539856081,0,0.0,3.9459354877471924
4134,39241,1540641001,0,0.0,3.9831840991973877
4135,39251,1543939849,0,0.0,3.9672963619232178
4136,39293,1544568601,0,0.0,3.945538282394409
4137,39301,1545511969,0,0.0,3.6726162433624268
4138,39313,1545826489,0,0.0,3.9213380813598633
4139,39317,1546298329,0,0.0,3.978140115737915
4140,39323,1547714281,0,0.0,4.0265820026397705
4141,39341,1547871649,0,0.0,4.00604248046875
4142,39343,1549130881,0,0.0,3.9925103187561035
4143,39359,1549760689,0,0.0,4.051556587219238
4144,39367,1550075641,0,0.0,3.992725133895874
4145,39371,1550233129,0,0.0,3.726926803588867
4146,39373,1551020689,0,0.0,4.034796953201294
4147,39383,1552123609,0,0.0,4.020034313201904
4148,39397,1553069281,0,0.0,4.001792907714844
4149,39409,1553857561,0,0.0,4.064234495162964
4150,39419,1555434721,0,0.0,4.074491500854492
4151,39439,1555750249,0,0.0,3.987335205078125
4152,39443,1556381401,0,0.0,3.707465171813965
4153,39451,1557170521,0,0.0,4.085147380828857
