k,p_k,horizon_N,defects,rho_N,wall_time_s
1381,11447,131492089,0,0.0,0.3504011631011963
1382,11467,131583841,0,0.0,0.35155153274536133
1383,11471,131859289,0,0.0,0.350567102432251
1384,11483,131997121,0,0.0,0.34780001640319824
1385,11489,132043081,0,0.0,0.3224759101867676
1386,11491,132181009,0,0.0,0.34830641746520996
1387,11497,132319009,0,0.0,0.35132431983947754
1388,11503,132687361,0,0.0,0.35442566871643066
1389,11519,132871729,0,0.0,0.3598496913909912
1390,11527,133379401,0,0.0,0.3579566478729248
1391,11549,133425601,0,0.0,0.3581724166870117
1392,11551,134073241,0,0.0,0.3600950241088867
1393,11579,134258569,0,0.0,0.36156201362609863
1394,11587,134397649,0,0.0,0.32869505882263184
1395,11593,134490409,0,0.0,0.36530518531799316
1396,11597,134954689,0,0.0,0.3712136745452881
1397,11617,135047641,0,0.0,0.35982227325439453
1398,11621,135326689,0,0.0,0.3523831367492676
1399,11633,135885649,0,0.0,0.3228433132171631
1400,11657,136352329,0,0.0,0.36308979988098145
1401,11677,136445761,0,0.0,0.35823607444763184
1402,11681,136632721,0,0.0,0.3580667972564697
1403,11689,136866601,0,0.0,0.35825419425964355
1404,11699,136913401,0,0.0,0.358839750289917
1405,11701,137288089,0,0.0,0.35680341720581055
1406,11717,137334961,0,0.0,0.3603990077972412
1407,11719,137616361,0,0.0,0.3593564033508301
1408,11731,137898049,0,0.0,0.36301541328430176
1409,11743,138697729,0,0.0,0.36936521530151367
1410,11777,138744841,0,0.0,0.3716850280761719
1411,11779,138839089,0,0.0,0.34079718589782715
1412,11783,138980521,0,0.0,0.3679831027984619
1413,11789,139263601,0,0.0,0.3659934997558594
1414,11801,139405249,0,0.0,0.3682272434234619
1415,11807,139546969,0,0.0,0.36629819869995117
1416,11813,139736041,0,0.0,0.3686501979827881
1417,11821,139877929,0,0.0,0.36573123931884766
1418,11827,139972561,0,0.0,0.36875057220458984
1419,11831,140019889,0,0.0,0.3667290210723877
1420,11833,140161921,0,0.0,0.3733344078063965
1421,11839,140730769,0,0.0,0.38135528564453125
1422,11863,140825689,0,0.0,0.3381493091583252
1423,11867,141300769,0,0.0,0.36951375007629395
1424,11887,141538609,0,0.0,0.3675398826599121
1425,11897,141681409,0,0.0,0.38112330436706543
1426,11903,141824281,0,0.0,0.3431556224822998
1427,11909,142157929,0,0.0,0.38205528259277344
1428,11923,142253329,0,0.0,0.37914514541625977
1429,11927,142396489,0,0.0,0.37669849395751953
1430,11933,142539721,0,0.0,0.38001585006713867
1431,11939,142587481,0,0.0,0.37843775749206543
1432,11941,142874209,0,0.0,0.37862586975097656
1433,11953,143017681,0,0.0,0.378920316696167
1434,11959,143256961,0,0.0,0.37139105796813965
1435,11969,143304841,0,0.0,0.37771010398864746
1436,11971,143544361,0,0.0,0.3767070770263672
1437,11981,143688169,0,0.0,0.3447108268737793
1438,11987,144168049,0,0.0,0.3839235305786133
1439,12007,144264121,0,0.0,0.38352227210998535
1440,12011,144889369,0,0.0,0.3738975524902344
1441,12037,144985681,0,0.0,0.37314367294311523
1442,12041,145033849,0,0.0,0.3746378421783447
1443,12043,145178401,0,0.0,0.37677860260009766
1444,12049,145709041,0,0.0,0.3779582977294922
1445,12071,145757329,0,0.0,0.3759939670562744
1446,12073,146337409,0,0.0,0.38937878608703613
1447,12097,146434201,0,0.0,0.3837406635284424
1448,12101,146579449,0,0.0,0.350383996963501
1449,12107,146627881,0,0.0,0.39049553871154785
1450,12109,146724769,0,0.0,0.3905937671661377
1451,12113,146870161,0,0.0,0.39411497116088867
1452,12119,147452449,0,0.0,0.3982710838317871
1453,12143,147598201,0,0.0,0.39482975006103516
1454,12149,147792649,0,0.0,0.3983030319213867
1455,12157,147889921,0,0.0,0.39290428161621094
1456,12161,147938569,0,0.0,0.3961470127105713
1457,12163,148766809,0,0.0,0.3535606861114502
1458,12197,148913209,0,0.0,0.39358067512512207
1459,12203,149108521,0,0.0,0.3905937671661377
1460,12211,149499529,0,0.0,0.39224696159362793
1461,12227,149793121,0,0.0,0.39582252502441406
1462,12239,149842081,0,0.0,0.3936288356781006
1463,12241,150087001,0,0.0,0.39389729499816895
1464,12251,150136009,0,0.0,0.3733980655670166
1465,12253,150381169,0,0.0,0.4024238586425781
1466,12263,150528361,0,0.0,0.4173147678375244
1467,12269,150724729,0,0.0,0.40547680854797363
1468,12277,150822961,0,0.0,0.40955162048339844
1469,12281,151019521,0,0.0,0.4070909023284912
1470,12289,151314601,0,0.0,0.45971250534057617
1471,12301,151856329,0,0.0,0.41111278533935547
1472,12323,152004241,0,0.0,0.40825772285461426
1473,12329,152349649,0,0.0,0.4025900363922119
1474,12343,152448409,0,0.0,0.3653292655944824
1475,12347,153091129,0,0.0,0.40746593475341797
1476,12373,153190129,0,0.0,0.3982727527618408
1477,12377,153239641,0,0.0,0.40694284439086914
1478,12379,153536881,0,0.0,0.4353153705596924
1479,12391,153784801,0,0.0,0.40285277366638184
1480,12401,153983281,0,0.0,0.41110920906066895
1481,12409,154082569,0,0.0,0.40345191955566406
1482,12413,154281241,0,0.0,0.4068479537963867
1483,12421,154579489,0,0.0,0.4026939868927002
1484,12433,154678969,0,0.0,0.40512585639953613
1485,12437,155027401,0,0.0,0.38094592094421387
1486,12451,155176849,0,0.0,0.41504573822021484
1487,12457,155575729,0,0.0,0.4198949337005615
1488,12473,155725441,0,0.0,0.41344499588012695
1489,12479,155925169,0,0.0,0.4119133949279785
1490,12487,156025081,0,0.0,0.40769505500793457
1491,12491,156175009,0,0.0,0.40612196922302246
1492,12497,156325009,0,0.0,0.37773656845092773
1493,12503,156525121,0,0.0,0.40962696075439453
1494,12511,156675289,0,0.0,0.4070570468902588
1495,12517,156925729,0,0.0,0.4072129726409912
1496,12527,157226521,0,0.0,0.4097011089324951
1497,12539,157276681,0,0.0,0.4137580394744873
1498,12541,157427209,0,0.0,0.41991114616394043
1499,12547,157577809,0,0.0,0.41885852813720703
1500,12553,157979761,0,0.0,0.41608691215515137
1501,12569,158180929,0,0.0,0.3950207233428955
1502,12577,158331889,0,0.0,0.42406773567199707
1503,12583,158482921,0,0.0,0.4249706268310547
1504,12589,158785201,0,0.0,0.4194011688232422
1505,12601,159037321,0,0.0,0.4222135543823242
1506,12611,159087769,0,0.0,0.41959500312805176
1507,12613,159239161,0,0.0,0.4170112609863281
1508,12619,159693769,0,0.0,0.41878318786621094
1509,12637,159794881,0,0.0,0.41849231719970703
1510,12641,159946609,0,0.0,0.41973400115966797
1511,12647,160098409,0,0.0,0.42340826988220215
1512,12653,160250281,0,0.0,0.3892381191253662
1513,12659,160554241,0,0.0,0.4322085380554199
1514,12671,161010721,0,0.0,0.41878771781921387
1515,12689,161213809,0,0.0,0.42156171798706055
1516,12697,161366209,0,0.0,0.42308688163757324
1517,12703,161620369,0,0.0,0.42265892028808594
1518,12713,161823841,0,0.0,0.4230165481567383
1519,12721,162282121,0,0.0,0.4261643886566162
1520,12739,162384049,0,0.0,0.429764986038208
1521,12743,162741049,0,0.0,0.4253532886505127
1522,12757,162894169,0,0.0,0.4016382694244385
1523,12763,163353961,0,0.0,0.43323516845703125
1524,12781,163609681,0,0.0,0.43073201179504395
1525,12791,163814401,0,0.0,0.4361119270324707
1526,12799,164070481,0,0.0,0.42937541007995605
1527,12809,164378041,0,0.0,0.4286632537841797
1528,12821,164429329,0,0.0,0.4303865432739258
1529,12823,164583241,0,0.0,0.43447303771972656
1530,12829,164891281,0,0.0,0.4368128776550293
1531,12841,165199609,0,0.0,0.4356415271759033
1532,12853,166126321,0,0.0,0.4116659164428711
1533,12889,166229449,0,0.0,0.43849778175354004
1534,12893,166384201,0,0.0,0.44130945205688477
1535,12899,166590649,0,0.0,0.44747304916381836
1536,12907,166693921,0,0.0,0.44609880447387695
1537,12911,166848889,0,0.0,0.4373188018798828
1538,12917,166900561,0,0.0,0.45010828971862793
1539,12919,167003929,0,0.0,0.41579532623291016
1540,12923,167469481,0,0.0,0.45369791984558105
1541,12941,167780209,0,0.0,0.45091772079467773
1542,12953,167935681,0,0.0,0.444805383682251
1543,12959,168143089,0,0.0,0.4481937885284424
1544,12967,168298729,0,0.0,0.4476335048675537
1545,12973,168454441,0,0.0,0.44853878021240234
1546,12979,168558289,0,0.0,0.44389843940734863
1547,12983,169026001,0,0.0,0.44468092918395996
1548,13001,169078009,0,0.0,0.45229434967041016
1549,13003,169182049,0,0.0,0.4480173587799072
1550,13007,169234081,0,0.0,0.40742969512939453
1551,13009,169859089,0,0.0,0.45452284812927246
1552,13033,169963369,0,0.0,0.45052146911621094
1553,13037,170119849,0,0.0,0.4559295177459717
1554,13043,170276401,0,0.0,0.4508798122406006
1555,13049,170641969,0,0.0,0.4573037624359131
1556,13063,171426649,0,0.0,0.46059465408325195
1557,13093,171583801,0,0.0,0.4598984718322754
1558,13099,171688609,0,0.0,0.4560697078704834
1559,13103,171845881,0,0.0,0.4524385929107666
1560,13109,172160641,0,0.0,0.4212157726287842
1561,13121,172318129,0,0.0,0.46268391609191895
1562,13127,172843609,0,0.0,0.4604640007019043
1563,13147,172948801,0,0.0,0.4593074321746826
1564,13151,173159281,0,0.0,0.4554157257080078
1565,13159,173264569,0,0.0,0.4591941833496094
1566,13163,173475241,0,0.0,0.45397114753723145
1567,13171,173633329,0,0.0,0.4561283588409424
1568,13177,173791489,0,0.0,0.4583160877227783
1569,13183,173896969,0,0.0,0.47664546966552734
1570,13187,174689089,0,0.0,0.4334714412689209
1571,13217,174741961,0,0.0,0.4658215045928955
1572,13219,175006441,0,0.0,0.46985936164855957
1573,13229,175324081,0,0.0,0.46894264221191406
1574,13241,175536001,0,0.0,0.47228193283081055
1575,13249,175801081,0,0.0,0.4851672649383545
1576,13259,176013289,0,0.0,0.4297804832458496
1577,13267,176650681,0,0.0,0.4735090732574463
1578,13291,176810209,0,0.0,0.5327739715576172
1579,13297,177129481,0,0.0,0.4718294143676758
1580,13309,177235969,0,0.0,0.46984243392944336
1581,13313,177608929,0,0.0,0.47585201263427734
1582,13327,177715561,0,0.0,0.4845447540283203
1583,13331,177875569,0,0.0,0.4703402519226074
1584,13337,177928921,0,0.0,0.47675585746765137
1585,13339,178676689,0,0.0,0.47218775749206543
1586,13367,179051161,0,0.0,0.4785797595977783
1587,13381,179479609,0,0.0,0.4814643859863281
1588,13397,179533201,0,0.0,0.4381093978881836
1589,13399,179854921,0,0.0,0.4759366512298584
1590,13411,180015889,0,0.0,0.4728846549987793
1591,13417,180123241,0,0.0,0.4732644557952881
1592,13421,180660481,0,0.0,0.47258591651916504
1593,13441,180929401,0,0.0,0.4760551452636719
1594,13451,181090849,0,0.0,0.4781970977783203
1595,13457,181252369,0,0.0,0.48449158668518066
1596,13463,181413961,0,0.0,0.5243191719055176
1597,13469,181629529,0,0.0,0.48253536224365234
1598,13477,181899169,0,0.0,0.44893956184387207
1599,13487,182223001,0,0.0,0.4797344207763672
1600,13499,182601169,0,0.0,0.4800271987915039
1601,13513,182871529,0,0.0,0.4749941825866699
1602,13523,183250369,0,0.0,0.5147905349731445
1603,13537,183683809,0,0.0,0.49411845207214355
1604,13553,184063489,0,0.0,0.48053455352783203
1605,13567,184334929,0,0.0,0.4837307929992676
1606,13577,184715281,0,0.0,0.4835488796234131
1607,13591,184878409,0,0.0,0.48507142066955566
1608,13597,185313769,0,0.0,0.4503631591796875
1609,13613,185477161,0,0.0,0.4924757480621338
1610,13619,185695129,0,0.0,0.4958384037017822
1611,13627,185858689,0,0.0,0.4825303554534912
1612,13633,186295201,0,0.0,0.48363232612609863
1613,13649,186841561,0,0.0,0.48865318298339844
1614,13669,187115041,0,0.0,0.4727895259857178
1615,13679,187169761,0,0.0,0.4912693500518799
1616,13681,187333969,0,0.0,0.4896862506866455
1617,13687,187443481,0,0.0,0.49070286750793457
1618,13691,187498249,0,0.0,0.49198317527770996
1619,13693,187607809,0,0.0,0.49084901809692383
1620,13697,187936681,0,0.0,0.4932894706726074
1621,13709,187991521,0,0.0,0.4904770851135254
1622,13711,188265841,0,0.0,0.4959526062011719
1623,13721,188320729,0,0.0,0.48772120475769043
1624,13723,188485441,0,0.0,0.48775434494018555
1625,13729,189090001,0,0.0,0.4643404483795166
1626,13751,189255049,0,0.0,0.49756884574890137
1627,13757,189310081,0,0.0,0.4956035614013672
1628,13759,189420169,0,0.0,0.4923095703125
1629,13763,189915961,0,0.0,0.4869108200073242
1630,13781,190136521,0,0.0,0.49230194091796875
1631,13789,190412401,0,0.0,0.5077462196350098
1632,13799,190633249,0,0.0,0.4947230815887451
1633,13807,191241241,0,0.0,0.5061349868774414
1634,13829,191296561,0,0.0,0.4976513385772705
1635,13831,191573281,0,0.0,0.5038442611694336
1636,13841,192071881,0,0.0,0.4691355228424072
1637,13859,192460129,0,0.0,0.5125620365142822
1638,13873,192571129,0,0.0,0.5173196792602539
1639,13877,192626641,0,0.0,0.5138018131256104
1640,13879,192737689,0,0.0,0.5092506408691406
1641,13883,193237801,0,0.0,0.5114936828613281
1642,13901,193293409,0,0.0,0.5123450756072998
1643,13903,193404649,0,0.0,0.5115711688995361
1644,13907,193571569,0,0.0,0.5075893402099609
1645,13913,193794241,0,0.0,0.5093846321105957
1646,13921,194072761,0,0.0,0.5167171955108643
1647,13931,194128489,0,0.0,0.4723517894744873
1648,13933,194965369,0,0.0,0.5192708969116211
1649,13963,195077089,0,0.0,0.5228452682495117
1650,13967,195916009,0,0.0,0.5147356986999512
1651,13997,195972001,0,0.0,0.52154541015625
1652,13999,196252081,0,0.0,0.5176844596862793
1653,14009,196308121,0,0.0,0.5167715549468994
1654,14011,196812841,0,0.0,0.5219228267669678
1655,14029,196925089,0,0.0,0.523460865020752
1656,14033,197430601,0,0.0,0.5208830833435059
1657,14051,197599249,0,0.0,0.48852086067199707
1658,14057,197993041,0,0.0,0.5284121036529541
1659,14071,198274561,0,0.0,0.5266366004943848
1660,14081,198330889,0,0.0,0.5214464664459229
1661,14083,198443569,0,0.0,0.5239362716674805
1662,14087,199007449,0,0.0,0.5279955863952637
1663,14107,200024449,0,0.0,0.5226805210113525
1664,14143,200194201,0,0.0,0.5005989074707031
1665,14149,200307409,0,0.0,0.5312373638153076
1666,14153,200477281,0,0.0,0.5328736305236816
1667,14159,200873929,0,0.0,0.5348420143127441
1668,14173,200987329,0,0.0,0.5400221347808838
1669,14177,201554809,0,0.0,0.5340650081634521
1670,14197,201838849,0,0.0,0.5305140018463135
1671,14207,202236841,0,0.0,0.5299510955810547
1672,14221,202863049,0,0.0,0.5326416492462158
1673,14243,203034001,0,0.0,0.5244851112365723
1674,14249,203091001,0,0.0,0.5191652774810791
1675,14251,203946961,0,0.0,0.5090179443359375
1676,14281,204289849,0,0.0,0.5268621444702148
1677,14293,204575809,0,0.0,0.5288593769073486
1678,14303,205091041,0,0.0,0.53466796875
1679,14321,205148329,0,0.0,0.5363800525665283
1680,14323,205262929,0,0.0,0.540877103805542
1681,14327,205664281,0,0.0,0.5369036197662354
1682,14341,205836409,0,0.0,0.5440993309020996
1683,14347,206468161,0,0.0,0.5490260124206543
1684,14369,206985769,0,0.0,0.5533685684204102
1685,14387,207043321,0,0.0,0.5420458316802979
1686,14389,207388801,0,0.0,0.5107924938201904
1687,14401,207561649,0,0.0,0.5338408946990967
1688,14407,207676921,0,0.0,0.6280834674835205
1689,14411,207907561,0,0.0,0.5670552253723145
1690,14419,208022929,0,0.0,0.5488219261169434
1691,14423,208253761,0,0.0,0.5721015930175781
1692,14431,208426969,0,0.0,0.5732007026672363
1693,14437,208715809,0,0.0,0.5696163177490234
1694,14447,208773601,0,0.0,0.5665991306304932
1695,14449,209120521,0,0.0,0.5657596588134766
1696,14461,209641441,0,0.0,0.5722708702087402
1697,14479,209931121,0,0.0,0.5189058780670166
1698,14489,210337009,0,0.0,0.5814368724822998
1699,14503,210801361,0,0.0,0.5607984066009521
1700,14519,211208089,0,0.0,0.5536227226257324
1701,14533,211324369,0,0.0,0.5557310581207275
1702,14537,211498849,0,0.0,0.5583696365356445
1703,14543,211673401,0,0.0,0.558600664138794
1704,14549,211731601,0,0.0,0.560546875
1705,14551,211906249,0,0.0,0.5628068447113037
1706,14557,212022721,0,0.0,0.5650575160980225
1707,14561,212080969,0,0.0,0.564793586730957
1708,14563,212897281,0,0.0,0.5133943557739258
1709,14591,212955649,0,0.0,0.5632567405700684
1710,14593,213773641,0,0.0,0.5656676292419434
1711,14621,213949129,0,0.0,0.5589096546173096
1712,14627,214007641,0,0.0,0.5632448196411133
1713,14629,214124689,0,0.0,0.5070486068725586
1714,14633,214300321,0,0.0,0.5725424289703369
1715,14639,214710409,0,0.0,0.5890305042266846
1716,14653,214827649,0,0.0,0.5663414001464844
1717,14657,215179561,0,0.0,0.5663669109344482
1718,14669,215590489,0,0.0,0.5655364990234375
1719,14683,216060601,0,0.0,0.5680346488952637
1720,14699,216472369,0,0.0,0.5701828002929688
1721,14713,216590089,0,0.0,0.5738027095794678
1722,14717,216766729,0,0.0,0.5691688060760498
1723,14723,217002361,0,0.0,0.5680289268493652
1724,14731,217179169,0,0.0,0.521108865737915
1725,14737,217297081,0,0.0,0.5684719085693359
1726,14741,217474009,0,0.0,0.5685091018676758
1727,14747,217651009,0,0.0,0.5731053352355957
1728,14753,217828081,0,0.0,0.5823929309844971
1729,14759,218064289,0,0.0,0.5801403522491455
1730,14767,218182441,0,0.0,0.5796334743499756
1731,14771,218418841,0,0.0,0.5871336460113525
1732,14779,218537089,0,0.0,0.5832643508911133
1733,14783,218951209,0,0.0,0.5703942775726318
1734,14797,219424969,0,0.0,0.5715634822845459
1735,14813,219662041,0,0.0,0.5798752307891846
1736,14821,219839929,0,0.0,0.5264716148376465
1737,14827,219958561,0,0.0,0.5825114250183105
1738,14831,220314649,0,0.0,0.5781650543212891
1739,14843,220552201,0,0.0,0.5844943523406982
1740,14851,221027689,0,0.0,0.5824668407440186
1741,14867,221087161,0,0.0,0.5744085311889648
1742,14869,221384641,0,0.0,0.5753819942474365
1743,14879,221622769,0,0.0,0.5837388038635254
1744,14887,221741881,0,0.0,0.581528902053833
1745,14891,221920609,0,0.0,0.5841386318206787
1746,14897,222695929,0,0.0,0.5357413291931152
1747,14923,222875041,0,0.0,0.5989017486572266
1748,14929,223173721,0,0.0,0.5833380222320557
1749,14939,223412809,0,0.0,0.5969841480255127
1750,14947,223532401,0,0.0,0.5855047702789307
1751,14951,223711849,0,0.0,0.5890781879425049
1752,14957,224070961,0,0.0,0.5817155838012695
1753,14969,224490289,0,0.0,0.5857682228088379
1754,14983,225390169,0,0.0,0.5914425849914551
1755,15013,225510289,0,0.0,0.6017541885375977
1756,15017,225930961,0,0.0,0.578279972076416
1757,15031,226592809,0,0.0,0.6047322750091553
1758,15053,226833721,0,0.0,0.6038744449615479
1759,15061,227195329,0,0.0,0.5816888809204102
1760,15073,227315929,0,0.0,0.5910813808441162
1761,15077,227496889,0,0.0,0.5836210250854492
1762,15083,227738281,0,0.0,0.5440094470977783
1763,15091,228040201,0,0.0,0.5918533802032471
1764,15101,228221449,0,0.0,0.5874195098876953
1765,15107,228644641,0,0.0,0.5891551971435547
1766,15121,228947161,0,0.0,0.5875301361083984
1767,15131,229128769,0,0.0,0.588585615158081
1768,15137,229189321,0,0.0,0.5944523811340332
1769,15139,229492201,0,0.0,0.5908193588256836
1770,15149,229855921,0,0.0,0.5869367122650146
1771,15161,230219929,0,0.0,0.5899348258972168
1772,15173,230644969,0,0.0,0.5991525650024414
1773,15187,230827249,0,0.0,0.5546712875366211
1774,15193,231009601,0,0.0,0.5991733074188232
1775,15199,231557089,0,0.0,0.606464147567749
1776,15217,231861529,0,0.0,0.6059439182281494
1777,15227,232044289,0,0.0,0.5991942882537842
1778,15233,232288081,0,0.0,0.6035499572753906
1779,15241,232837081,0,0.0,0.6019763946533203
1780,15259,232959169,0,0.0,0.6120874881744385
1781,15263,233142361,0,0.0,0.6489977836608887
1782,15269,233203441,0,0.0,0.6140134334564209
1783,15271,233386729,0,0.0,0.6060473918914795
1784,15277,233692369,0,0.0,0.6131327152252197
1785,15287,233753521,0,0.0,0.5586247444152832
1786,15289,234059401,0,0.0,0.6075513362884521
1787,15299,234304249,0,0.0,0.6168293952941895
1788,15307,234487969,0,0.0,0.6194677352905273
1789,15313,234671761,0,0.0,0.6173150539398193
1790,15319,234978241,0,0.0,0.6224031448364258
1791,15329,235039561,0,0.0,0.6189651489257812
1792,15331,235591801,0,0.0,0.5895693302154541
1793,15349,235898881,0,0.0,0.6144282817840576
1794,15359,235960321,0,0.0,0.6140031814575195
1795,15361,236329129,0,0.0,0.6099727153778076
1796,15373,236452129,0,0.0,0.5696337223052979
1797,15377,236636689,0,0.0,0.6193587779998779
1798,15383,236882881,0,0.0,0.6292200088500977
1799,15391,237190801,0,0.0,0.6313819885253906
1800,15401,237560569,0,0.0,0.628117561340332
1801,15413,237992329,0,0.0,0.6178317070007324
1802,15427,238362721,0,0.0,0.6210319995880127
1803,15439,238486249,0,0.0,0.6251773834228516
1804,15443,238733401,0,0.0,0.622159481048584
1805,15451,239042521,0,0.0,0.6220030784606934
1806,15461,239228089,0,0.0,0.6318769454956055
1807,15467,239413729,0,0.0,0.5763840675354004
1808,15473,240033049,0,0.0,0.6250624656677246
1809,15493,240157009,0,0.0,0.627943754196167
1810,15497,240591121,0,0.0,0.6622014045715332
1811,15511,241087729,0,0.0,0.6373889446258545
1812,15527,241522681,0,0.0,0.6310770511627197
1813,15541,241833601,0,0.0,0.6385331153869629
1814,15551,242082481,0,0.0,0.5795817375183105
1815,15559,242393761,0,0.0,0.6358184814453125
1816,15569,242767561,0,0.0,0.6355745792388916
1817,15581,242829889,0,0.0,0.6330795288085938
1818,15583,243391201,0,0.0,0.6405749320983887
1819,15601,243578449,0,0.0,0.630375862121582
1820,15607,243953161,0,0.0,0.6318230628967285
1821,15619,244265641,0,0.0,0.6353049278259277
1822,15629,244640881,0,0.0,0.6451375484466553
1823,15641,244703449,0,0.0,0.6126506328582764
1824,15643,244828609,0,0.0,0.641681432723999
1825,15647,244891201,0,0.0,0.6402938365936279
1826,15649,245266921,0,0.0,0.646944522857666
1827,15661,245454889,0,0.0,0.640613317489624
1828,15667,245580241,0,0.0,0.6397778987884521
1829,15671,245831041,0,0.0,0.635735034942627
1830,15679,245956489,0,0.0,0.6376552581787109
1831,15683,247338529,0,0.0,0.6367666721343994
1832,15727,247464361,0,0.0,0.6564717292785645
1833,15731,247527289,0,0.0,0.6498336791992188
1834,15733,247653169,0,0.0,0.6093361377716064
1835,15737,247716121,0,0.0,0.6584391593933105
1836,15739,248031001,0,0.0,0.6481571197509766
1837,15749,248409121,0,0.0,0.6562283039093018
1838,15761,248598289,0,0.0,0.6506612300872803
1839,15767,248787529,0,0.0,0.6521124839782715
1840,15773,249229369,0,0.0,0.6522479057312012
1841,15787,249355681,0,0.0,0.6662893295288086
1842,15791,249545209,0,0.0,0.6580448150634766
1843,15797,249734809,0,0.0,0.665503978729248
1844,15803,249924481,0,0.0,0.6556642055511475
1845,15809,250177489,0,0.0,0.661813497543335
1846,15817,250367329,0,0.0,0.6145420074462891
1847,15823,251507881,0,0.0,0.6670358180999756
1848,15859,252079129,0,0.0,0.6695976257324219
1849,15877,252206161,0,0.0,0.6702799797058105
1850,15881,252396769,0,0.0,0.6723721027374268
1851,15887,252460321,0,0.0,0.6709921360015869
1852,15889,252841801,0,0.0,0.6628115177154541
1853,15901,253032649,0,0.0,0.7141201496124268
1854,15907,253223569,0,0.0,0.674616813659668
1855,15913,253414561,0,0.0,0.6695411205291748
1856,15919,253541929,0,0.0,0.6167912483215332
1857,15923,253987969,0,0.0,0.6692678928375244
1858,15937,254689681,0,0.0,0.675832986831665
1859,15959,255072841,0,0.0,0.6767315864562988
1860,15971,255136729,0,0.0,0.6738121509552002
1861,15973,255712081,0,0.0,0.6761190891265869
1862,15991,256032001,0,0.0,0.6758835315704346
1863,16001,256224049,0,0.0,0.6779115200042725
1864,16007,257057089,0,0.0,0.675452470779419
1865,16033,257827249,0,0.0,0.6772346496582031
1866,16057,257955721,0,0.0,0.6769509315490723
1867,16061,258019969,0,0.0,0.6185503005981445
1868,16063,258148489,0,0.0,0.6790332794189453
1869,16067,258212761,0,0.0,0.6847279071807861
1870,16069,258341329,0,0.0,0.6879441738128662
1871,16073,258791569,0,0.0,0.6185908317565918
1872,16087,258920281,0,0.0,0.6969091892242432
1873,16091,259113409,0,0.0,0.6809210777282715
1874,16097,259306609,0,0.0,0.6794612407684326
1875,16103,259564321,0,0.0,0.6858584880828857
1876,16111,260080129,0,0.0,0.6853528022766113
1877,16127,260467321,0,0.0,0.6834545135498047
1878,16139,260531881,0,0.0,0.6908421516418457
1879,16141,261889489,0,0.0,0.6952486038208008
1880,16183,262018969,0,0.0,0.6916108131408691
1881,16187,262083721,0,0.0,0.681920051574707
1882,16189,262213249,0,0.0,0.6898069381713867
1883,16193,262991089,0,0.0,0.6279659271240234
1884,16217,263185729,0,0.0,0.6883494853973389
1885,16223,263380441,0,0.0,0.6883599758148193
1886,16229,263445361,0,0.0,0.6855437755584717
1887,16231,264030001,0,0.0,0.6902267932891846
1888,16249,264160009,0,0.0,0.687420129776001
1889,16253,264615289,0,0.0,0.6940407752990723
1890,16267,264810529,0,0.0,0.6914489269256592
1891,16273,265722601,0,0.0,0.7042334079742432
1892,16301,266309761,0,0.0,0.7049760818481445
1893,16319,266766889,0,0.0,0.7041637897491455
1894,16333,266962921,0,0.0,0.7047126293182373
1895,16339,267289801,0,0.0,0.6471521854400635
1896,16349,267682321,0,0.0,0.7032063007354736
1897,16361,267747769,0,0.0,0.6948904991149902
1898,16363,267944161,0,0.0,0.6995515823364258
1899,16369,268337161,0,0.0,0.706240177154541
1900,16381,269320921,0,0.0,0.705819845199585
1901,16411,269517889,0,0.0,0.7026710510253906
1902,16417,269649241,0,0.0,0.6966085433959961
1903,16421,269846329,0,0.0,0.6978330612182617
1904,16427,270043489,0,0.0,0.6918251514434814
1905,16433,270503809,0,0.0,0.6571319103240967
1906,16447,270635401,0,0.0,0.7167749404907227
1907,16451,270701209,0,0.0,0.7177817821502686
1908,16453,271491529,0,0.0,0.7151286602020264
1909,16477,271623361,0,0.0,0.7185478210449219
1910,16481,271821169,0,0.0,0.719038724899292
1911,16487,272019049,0,0.0,0.7171506881713867
1912,16493,272877361,0,0.0,0.7191061973571777
1913,16519,273207841,0,0.0,0.7135279178619385
1914,16529,273803209,0,0.0,0.7194509506225586
1915,16547,274001809,0,0.0,0.7151496410369873
1916,16553,274266721,0,0.0,0.7183396816253662
1917,16561,274465489,0,0.0,0.6576220989227295
1918,16567,274664329,0,0.0,0.7229280471801758
1919,16573,275659609,0,0.0,0.7303376197814941
1920,16603,275792449,0,0.0,0.6542651653289795
1921,16607,276191161,0,0.0,0.7182352542877197
1922,16619,276590161,0,0.0,0.7112667560577393
1923,16631,276656689,0,0.0,0.7146568298339844
1924,16633,277189201,0,0.0,0.7253963947296143
1925,16649,277255801,0,0.0,0.7137086391448975
1926,16651,277455649,0,0.0,0.7223355770111084
1927,16657,277588921,0,0.0,0.7230935096740723
1928,16661,277988929,0,0.0,0.7192318439483643
1929,16673,278589481,0,0.0,0.7145092487335205
1930,16691,278656249,0,0.0,0.7335278987884521
1931,16693,278856601,0,0.0,0.7340788841247559
1932,16699,278990209,0,0.0,0.6648826599121094
1933,16703,279859441,0,0.0,0.7313632965087891
1934,16729,280261081,0,0.0,0.7322800159454346
1935,16741,280462009,0,0.0,0.7365529537200928
1936,16747,280864081,0,0.0,0.7363066673278809
1937,16759,280998169,0,0.0,0.7361383438110352
1938,16763,281803369,0,0.0,0.7299675941467285
1939,16787,282609721,0,0.0,0.738290548324585
1940,16811,283013329,0,0.0,0.7400782108306885
